trans_id,trans_type_id,trans_status_id,trans_amount,merchant_id,user_id,session_id,account_number,created_at,updated_at,load_created_at
869,1,3,99386.94,30,7,869,46096691,2023-11-21 01:16:58,2023-11-21 01:20:58,2023-11-21 01:21:58
870,1,2,99618.55,40,16,870,97568832,2023-04-10 03:28:47,2023-04-10 03:32:47,2023-04-10 03:33:47
871,1,1,4762.56,50,7,0,46096691,2023-10-01 14:43:38,2023-10-01 14:45:38,2023-10-01 14:46:38
872,1,2,73978.97,40,3,872,70359428,2023-06-30 15:04:21,2023-06-30 15:06:21,2023-06-30 15:07:21
873,1,1,16874.71,40,9,0,52164352,2024-02-26 04:39:04,2024-02-26 04:42:04,2024-02-26 04:43:04
874,1,1,54052.85,40,11,0,88887346,2023-06-12 21:20:15,2023-06-12 21:25:15,2023-06-12 21:26:15
875,1,3,16866.05,30,5,875,99020182,2024-03-02 23:22:11,2024-03-02 23:24:11,2024-03-02 23:25:11
876,1,3,20356.7,10,1,876,66760199,2023-08-09 09:20:30,2023-08-09 09:24:30,2023-08-09 09:25:30
877,1,3,87647.35,50,11,877,88887346,2024-06-01 09:25:56,2024-06-01 09:26:56,2024-06-01 09:27:56
878,1,3,39519.56,20,3,878,72547969,2024-05-27 23:16:10,2024-05-27 23:18:10,2024-05-27 23:19:10
879,1,3,24048.67,30,11,879,88887346,2024-06-21 02:43:28,2024-06-21 02:44:28,2024-06-21 02:45:28
880,1,3,45617.65,30,18,880,19974284,2024-02-17 16:35:55,2024-02-17 16:36:55,2024-02-17 16:37:55
881,1,2,63954.65,50,10,881,45610882,2023-07-04 03:11:27,2023-07-04 03:14:27,2023-07-04 03:15:27
882,1,3,45735.34,10,19,882,19345012,2023-09-08 12:29:24,2023-09-08 12:31:24,2023-09-08 12:32:24
883,1,3,16031.13,40,12,883,43074592,2023-11-29 12:09:31,2023-11-29 12:13:31,2023-11-29 12:14:31
884,1,2,17029.01,20,20,884,35011346,2024-08-23 00:59:08,2024-08-23 01:01:08,2024-08-23 01:02:08
885,1,3,59758.61,40,3,885,70359428,2024-02-09 08:14:15,2024-02-09 08:18:15,2024-02-09 08:19:15
886,1,3,84382.38,50,6,886,69623614,2023-09-15 04:00:37,2023-09-15 04:03:37,2023-09-15 04:04:37
887,1,2,11489.67,50,5,887,96229025,2024-05-27 04:56:22,2024-05-27 04:57:22,2024-05-27 04:58:22
888,1,3,48576.26,40,9,888,29993920,2023-07-20 15:27:37,2023-07-20 15:31:37,2023-07-20 15:32:37
889,1,2,41756.94,50,14,889,91663348,2023-12-09 12:20:34,2023-12-09 12:21:34,2023-12-09 12:22:34
890,1,2,41077.74,30,13,890,61869615,2023-08-12 17:38:58,2023-08-12 17:40:58,2023-08-12 17:41:58
891,1,3,35988.31,20,18,891,19974284,2024-10-11 19:53:02,2024-10-11 19:58:02,2024-10-11 19:59:02
892,1,3,17641.07,20,11,892,88887346,2024-01-30 21:34:14,2024-01-30 21:35:14,2024-01-30 21:36:14
893,1,2,57820.05,30,3,893,72547969,2024-03-15 12:43:47,2024-03-15 12:47:47,2024-03-15 12:48:47
894,1,3,56822.29,40,10,894,45610882,2023-06-28 06:42:09,2023-06-28 06:44:09,2023-06-28 06:45:09
895,1,3,35428.1,10,10,895,45610882,2024-03-18 03:32:31,2024-03-18 03:35:31,2024-03-18 03:36:31
896,1,3,18281.09,10,17,896,54375989,2024-04-17 09:39:48,2024-04-17 09:42:48,2024-04-17 09:43:48
897,1,3,76772.67,20,8,897,41391548,2024-06-20 03:54:23,2024-06-20 03:55:23,2024-06-20 03:56:23
898,1,3,21989.06,10,5,898,99020182,2023-11-05 19:02:28,2023-11-05 19:04:28,2023-11-05 19:05:28
899,1,3,22987.97,40,14,899,91663348,2023-11-07 04:55:48,2023-11-07 05:00:48,2023-11-07 05:01:48
900,1,3,94641.42,50,1,900,66760199,2024-01-18 15:33:38,2024-01-18 15:37:38,2024-01-18 15:38:38
901,1,3,66537.16,40,1,901,66760199,2023-06-20 08:13:37,2023-06-20 08:14:37,2023-06-20 08:15:37
902,1,3,74322.89,40,16,902,97568832,2023-09-11 00:33:09,2023-09-11 00:36:09,2023-09-11 00:37:09
903,1,3,38867.22,40,10,903,45610882,2023-10-15 15:41:41,2023-10-15 15:45:41,2023-10-15 15:46:41
904,1,3,34542.9,20,13,904,61869615,2024-09-21 22:42:16,2024-09-21 22:43:16,2024-09-21 22:44:16
905,1,3,40356.44,30,8,905,41391548,2023-08-16 01:55:10,2023-08-16 01:59:10,2023-08-16 02:00:10
906,1,3,49237.94,10,15,906,79834266,2024-02-26 12:28:06,2024-02-26 12:32:06,2024-02-26 12:33:06
907,1,3,35932.83,20,2,907,23951580,2024-10-02 03:59:16,2024-10-02 04:02:16,2024-10-02 04:03:16
908,1,3,49106.93,30,2,908,92436552,2023-10-08 01:31:30,2023-10-08 01:32:30,2023-10-08 01:33:30
909,1,3,41159.73,30,2,909,92436552,2024-03-13 05:34:40,2024-03-13 05:35:40,2024-03-13 05:36:40
910,1,2,30382.26,30,10,910,47993642,2024-04-16 14:57:01,2024-04-16 15:01:01,2024-04-16 15:02:01
911,1,3,93041.19,40,18,911,19974284,2024-01-24 17:54:12,2024-01-24 17:56:12,2024-01-24 17:57:12
912,1,1,48294.92,50,1,0,66760199,2024-05-03 12:47:30,2024-05-03 12:50:30,2024-05-03 12:51:30
913,1,3,96913.52,50,2,913,92436552,2024-04-15 02:23:25,2024-04-15 02:28:25,2024-04-15 02:29:25
914,1,2,54551.29,30,13,914,61869615,2023-12-27 15:53:32,2023-12-27 15:58:32,2023-12-27 15:59:32
915,1,1,35218.67,20,6,0,69623614,2024-04-15 02:34:43,2024-04-15 02:39:43,2024-04-15 02:40:43
916,1,3,47715.89,50,10,916,45610882,2024-02-22 05:19:14,2024-02-22 05:23:14,2024-02-22 05:24:14
917,1,3,12730.05,50,5,917,96229025,2024-03-17 00:52:01,2024-03-17 00:56:01,2024-03-17 00:57:01
918,1,3,62199.55,30,1,918,66760199,2024-05-11 13:18:20,2024-05-11 13:23:20,2024-05-11 13:24:20
919,1,2,60977.56,30,10,919,47993642,2024-04-01 13:03:20,2024-04-01 13:08:20,2024-04-01 13:09:20
920,1,1,64095.94,10,14,0,91663348,2024-05-02 00:12:57,2024-05-02 00:16:57,2024-05-02 00:17:57
921,1,2,77240.73,10,1,921,66760199,2023-08-08 08:14:03,2023-08-08 08:15:03,2023-08-08 08:16:03
922,1,3,29919.85,20,15,922,79834266,2024-06-11 23:20:44,2024-06-11 23:23:44,2024-06-11 23:24:44
923,1,1,52144.78,10,7,0,46096691,2023-07-18 09:04:23,2023-07-18 09:09:23,2023-07-18 09:10:23
924,1,3,53214.11,40,4,924,67517548,2024-01-22 05:58:43,2024-01-22 06:02:43,2024-01-22 06:03:43
925,1,3,37936.49,50,17,925,54375989,2023-07-01 20:00:04,2023-07-01 20:02:04,2023-07-01 20:03:04
926,1,3,80205.33,20,3,926,70359428,2024-03-04 04:31:29,2024-03-04 04:32:29,2024-03-04 04:33:29
927,1,3,40039.72,40,4,927,67517548,2023-07-17 21:34:32,2023-07-17 21:37:32,2023-07-17 21:38:32
928,1,3,74135.6,50,18,928,19974284,2024-02-23 01:23:02,2024-02-23 01:27:02,2024-02-23 01:28:02
929,1,3,13588.59,20,2,929,23951580,2024-01-07 18:44:44,2024-01-07 18:47:44,2024-01-07 18:48:44
930,1,3,38571.44,30,13,930,61869615,2023-11-20 20:57:03,2023-11-20 21:01:03,2023-11-20 21:02:03
931,1,2,78231.48,50,11,931,88887346,2023-08-31 03:10:24,2023-08-31 03:14:24,2023-08-31 03:15:24
932,1,3,22857.41,50,10,932,47993642,2023-10-03 12:39:41,2023-10-03 12:41:41,2023-10-03 12:42:41
933,1,3,92946.27,20,7,933,46096691,2024-01-01 07:18:04,2024-01-01 07:23:04,2024-01-01 07:24:04
934,1,3,26162.17,30,20,934,35011346,2024-06-07 05:04:36,2024-06-07 05:07:36,2024-06-07 05:08:36
935,1,3,24570.85,10,7,935,46096691,2023-08-17 20:50:21,2023-08-17 20:51:21,2023-08-17 20:52:21
936,1,3,4005.21,30,3,936,72547969,2024-06-21 17:33:52,2024-06-21 17:38:52,2024-06-21 17:39:52
937,1,3,97543.13,10,12,937,43074592,2024-06-03 11:32:34,2024-06-03 11:36:34,2024-06-03 11:37:34
938,1,2,90948.23,50,10,938,45610882,2023-11-18 17:16:26,2023-11-18 17:20:26,2023-11-18 17:21:26
939,1,3,38852.68,50,1,939,66760199,2023-09-06 14:39:16,2023-09-06 14:41:16,2023-09-06 14:42:16
940,1,3,75864.92,40,3,940,70359428,2024-01-03 22:42:24,2024-01-03 22:46:24,2024-01-03 22:47:24
941,1,1,66423.88,20,9,0,29993920,2024-03-29 11:44:31,2024-03-29 11:49:31,2024-03-29 11:50:31
942,1,3,22076.91,10,18,942,19974284,2024-01-17 19:22:06,2024-01-17 19:25:06,2024-01-17 19:26:06
943,1,1,671.91,40,5,0,96229025,2024-02-11 07:04:36,2024-02-11 07:09:36,2024-02-11 07:10:36
944,1,1,41205.4,40,18,0,19974284,2023-05-22 08:50:10,2023-05-22 08:52:10,2023-05-22 08:53:10
945,1,3,92626.79,40,12,945,43074592,2024-02-16 07:51:00,2024-02-16 07:54:00,2024-02-16 07:55:00
946,1,1,64846.76,40,13,0,61869615,2023-08-28 01:37:45,2023-08-28 01:40:45,2023-08-28 01:41:45
947,1,3,11255.83,10,1,947,66760199,2024-04-10 16:15:57,2024-04-10 16:17:57,2024-04-10 16:18:57
948,1,3,26884.7,20,2,948,92436552,2024-05-23 21:51:19,2024-05-23 21:55:19,2024-05-23 21:56:19
949,1,3,4107.62,40,4,949,67517548,2024-02-27 14:14:22,2024-02-27 14:18:22,2024-02-27 14:19:22
950,1,3,74384.08,50,13,950,61869615,2023-10-23 02:23:53,2023-10-23 02:27:53,2023-10-23 02:28:53
951,1,3,7285.71,50,12,951,43074592,2023-10-04 11:08:48,2023-10-04 11:11:48,2023-10-04 11:12:48
952,1,3,99771.39,30,11,952,88887346,2023-08-22 04:31:26,2023-08-22 04:35:26,2023-08-22 04:36:26
953,1,3,22615.69,50,11,953,88887346,2024-02-03 17:07:59,2024-02-03 17:08:59,2024-02-03 17:09:59
954,1,3,73949.22,30,10,954,47993642,2023-12-11 00:18:47,2023-12-11 00:23:47,2023-12-11 00:24:47
955,1,2,97908.14,10,7,955,46096691,2024-04-14 23:23:11,2024-04-14 23:24:11,2024-04-14 23:25:11
956,1,3,87347.43,40,7,956,46096691,2023-12-24 06:38:04,2023-12-24 06:39:04,2023-12-24 06:40:04
957,1,3,18754.14,30,14,957,91663348,2024-02-02 22:29:05,2024-02-02 22:30:05,2024-02-02 22:31:05
958,1,3,56607.44,20,11,958,88887346,2024-04-02 05:20:50,2024-04-02 05:22:50,2024-04-02 05:23:50
959,1,2,2303.06,20,15,959,79834266,2024-03-30 05:26:51,2024-03-30 05:31:51,2024-03-30 05:32:51
960,1,3,62724.4,30,18,960,19974284,2024-03-21 15:13:45,2024-03-21 15:15:45,2024-03-21 15:16:45
961,1,3,87228.89,20,11,961,88887346,2024-11-16 16:14:02,2024-11-16 16:18:02,2024-11-16 16:19:02
962,1,3,83748.02,40,17,962,54375989,2024-01-11 06:27:42,2024-01-11 06:30:42,2024-01-11 06:31:42
963,1,2,88977.43,10,17,963,54375989,2023-08-22 21:06:35,2023-08-22 21:08:35,2023-08-22 21:09:35
964,1,3,42875.24,40,2,964,23951580,2023-05-28 23:18:55,2023-05-28 23:23:55,2023-05-28 23:24:55
965,1,3,12812.16,10,1,965,66760199,2024-05-02 08:53:00,2024-05-02 08:54:00,2024-05-02 08:55:00
966,1,3,16425.86,30,1,966,66760199,2024-02-05 07:52:47,2024-02-05 07:55:47,2024-02-05 07:56:47
967,1,3,2701.13,10,4,967,67517548,2024-04-07 06:17:22,2024-04-07 06:20:22,2024-04-07 06:21:22
968,1,2,77430.59,20,5,968,99020182,2024-07-30 23:16:41,2024-07-30 23:21:41,2024-07-30 23:22:41
969,1,2,32884.73,40,6,969,69623614,2023-10-23 15:09:12,2023-10-23 15:10:12,2023-10-23 15:11:12
970,1,3,33607.87,40,14,970,91663348,2023-04-19 14:01:05,2023-04-19 14:05:05,2023-04-19 14:06:05
971,1,3,56151.23,40,8,971,41391548,2023-09-26 18:04:13,2023-09-26 18:06:13,2023-09-26 18:07:13
972,1,2,72052.6,10,14,972,91663348,2023-07-25 01:49:37,2023-07-25 01:50:37,2023-07-25 01:51:37
973,1,3,28872.18,30,4,973,67517548,2024-06-09 08:07:34,2024-06-09 08:12:34,2024-06-09 08:13:34
974,1,2,50820.28,20,20,974,35011346,2024-09-08 22:30:34,2024-09-08 22:33:34,2024-09-08 22:34:34
975,1,2,99180.42,30,18,975,19974284,2024-03-08 16:27:32,2024-03-08 16:30:32,2024-03-08 16:31:32
976,1,2,97207.86,40,7,976,46096691,2023-04-19 23:30:33,2023-04-19 23:31:33,2023-04-19 23:32:33
977,1,3,67423.94,50,2,977,23951580,2024-01-11 17:11:59,2024-01-11 17:14:59,2024-01-11 17:15:59
978,1,3,53105.03,30,13,978,61869615,2024-06-26 20:23:33,2024-06-26 20:28:33,2024-06-26 20:29:33
979,1,3,32229.36,10,12,979,43074592,2024-01-05 20:39:36,2024-01-05 20:43:36,2024-01-05 20:44:36
980,1,3,30362.89,30,13,980,61869615,2023-11-05 07:56:46,2023-11-05 07:57:46,2023-11-05 07:58:46
981,1,2,90248.93,10,18,981,19974284,2024-03-09 23:41:22,2024-03-09 23:43:22,2024-03-09 23:44:22
982,1,2,16199.99,10,15,982,94524600,2024-05-06 15:03:13,2024-05-06 15:05:13,2024-05-06 15:06:13
983,1,3,72296.24,10,1,983,66760199,2023-09-19 17:05:16,2023-09-19 17:07:16,2023-09-19 17:08:16
984,1,3,66408.8,40,8,984,12951768,2023-09-01 12:35:43,2023-09-01 12:37:43,2023-09-01 12:38:43
985,1,3,77511.9,20,13,985,61869615,2024-01-05 04:10:45,2024-01-05 04:11:45,2024-01-05 04:12:45
986,1,3,60943.55,30,2,986,23951580,2024-05-03 20:15:06,2024-05-03 20:19:06,2024-05-03 20:20:06
987,1,3,91090.71,40,20,987,35011346,2023-07-31 08:28:40,2023-07-31 08:33:40,2023-07-31 08:34:40
988,1,3,32399.61,10,17,988,54375989,2023-11-02 10:10:39,2023-11-02 10:12:39,2023-11-02 10:13:39
989,1,3,19711.72,30,9,989,52164352,2024-03-28 17:30:21,2024-03-28 17:33:21,2024-03-28 17:34:21
990,1,2,57213.28,10,10,990,45610882,2023-10-07 08:51:13,2023-10-07 08:54:13,2023-10-07 08:55:13
991,1,3,55253.98,10,14,991,91663348,2023-12-16 21:52:13,2023-12-16 21:55:13,2023-12-16 21:56:13
992,1,3,15766.66,20,15,992,79834266,2024-11-04 02:47:41,2024-11-04 02:48:41,2024-11-04 02:49:41
993,1,3,8978.1,50,15,993,94524600,2024-04-16 11:55:56,2024-04-16 12:00:56,2024-04-16 12:01:56
994,1,3,82934.69,50,19,994,19345012,2023-12-26 02:42:33,2023-12-26 02:44:33,2023-12-26 02:45:33
995,1,2,87023.38,20,10,995,47993642,2024-07-11 09:15:40,2024-07-11 09:18:40,2024-07-11 09:19:40
996,1,2,54826.88,30,11,996,88887346,2024-06-07 04:25:10,2024-06-07 04:26:10,2024-06-07 04:27:10
997,1,2,91054.68,50,6,997,69623614,2023-08-31 19:13:31,2023-08-31 19:16:31,2023-08-31 19:17:31
998,1,3,12327.1,10,14,998,91663348,2023-10-18 21:51:44,2023-10-18 21:52:44,2023-10-18 21:53:44
999,1,2,70426.47,20,14,999,91663348,2024-11-13 14:48:23,2024-11-13 14:51:23,2024-11-13 14:52:23
1000,1,3,11439.16,50,17,1000,54375989,2023-09-13 01:59:14,2023-09-13 02:02:14,2023-09-13 02:03:14
1001,1,1,8924.62,20,12,0,43074592,2024-05-27 07:26:45,2024-05-27 07:28:45,2024-05-27 07:29:45
1002,1,2,6263.61,40,9,1002,29993920,2023-10-10 21:08:26,2023-10-10 21:09:26,2023-10-10 21:10:26
1003,1,3,39526.59,10,20,1003,35011346,2023-11-20 15:01:17,2023-11-20 15:06:17,2023-11-20 15:07:17
1004,1,2,3583.74,40,5,1004,99020182,2023-12-22 11:56:26,2023-12-22 12:00:26,2023-12-22 12:01:26
1005,1,3,4215.01,20,1,1005,66760199,2024-03-10 23:00:15,2024-03-10 23:04:15,2024-03-10 23:05:15
1006,1,2,10816.32,50,19,1006,19345012,2023-09-24 02:12:57,2023-09-24 02:14:57,2023-09-24 02:15:57
1007,1,1,11564.78,40,3,0,70359428,2024-01-26 19:54:34,2024-01-26 19:59:34,2024-01-26 20:00:34
1008,1,3,95514.91,40,7,1008,46096691,2023-10-17 22:28:27,2023-10-17 22:33:27,2023-10-17 22:34:27
1009,1,3,48701.43,10,20,1009,35011346,2024-05-14 08:07:22,2024-05-14 08:08:22,2024-05-14 08:09:22
1010,1,3,47438.41,10,10,1010,45610882,2024-04-23 01:12:25,2024-04-23 01:17:25,2024-04-23 01:18:25
1011,1,3,91880.65,10,8,1011,41391548,2023-08-20 16:17:42,2023-08-20 16:21:42,2023-08-20 16:22:42
1012,1,1,35309.62,50,17,0,54375989,2024-05-27 09:50:54,2024-05-27 09:55:54,2024-05-27 09:56:54
1013,1,3,60657.96,20,6,1013,69623614,2024-07-15 21:32:29,2024-07-15 21:33:29,2024-07-15 21:34:29
1014,1,3,13963.88,30,3,1014,72547969,2024-07-26 03:15:06,2024-07-26 03:17:06,2024-07-26 03:18:06
1015,1,3,65970.5,10,8,1015,12951768,2023-07-16 00:10:12,2023-07-16 00:13:12,2023-07-16 00:14:12
1016,1,3,32174.42,40,11,1016,88887346,2023-03-31 10:02:21,2023-03-31 10:07:21,2023-03-31 10:08:21
1017,1,1,85874.96,50,13,0,61869615,2023-12-02 23:47:01,2023-12-02 23:52:01,2023-12-02 23:53:01
1018,1,3,66777.04,10,5,1018,99020182,2023-07-13 09:06:13,2023-07-13 09:09:13,2023-07-13 09:10:13
1019,1,3,38477.48,50,16,1019,97568832,2023-07-18 00:33:39,2023-07-18 00:37:39,2023-07-18 00:38:39
1020,1,3,37929.07,10,8,1020,41391548,2023-08-05 17:11:30,2023-08-05 17:12:30,2023-08-05 17:13:30
1021,1,3,43127.71,10,15,1021,79834266,2024-01-27 15:25:45,2024-01-27 15:29:45,2024-01-27 15:30:45
1022,1,3,89213.83,20,1,1022,66760199,2024-01-15 17:33:45,2024-01-15 17:37:45,2024-01-15 17:38:45
1023,1,2,186.48,10,20,1023,35011346,2023-11-27 11:45:18,2023-11-27 11:49:18,2023-11-27 11:50:18
1024,1,1,67796.65,50,9,0,29993920,2024-01-14 19:17:01,2024-01-14 19:21:01,2024-01-14 19:22:01
1025,1,3,30455.09,50,19,1025,19345012,2023-10-01 10:08:09,2023-10-01 10:11:09,2023-10-01 10:12:09
1026,1,3,72214.11,50,11,1026,88887346,2023-07-22 00:13:56,2023-07-22 00:18:56,2023-07-22 00:19:56
1027,1,3,20013.58,30,20,1027,66816991,2024-05-28 09:03:44,2024-05-28 09:06:44,2024-05-28 09:07:44
1028,1,1,24169.03,40,16,0,97568832,2024-01-28 23:55:24,2024-01-28 23:58:24,2024-01-28 23:59:24
1029,1,2,87743.6,10,14,1029,91663348,2024-01-29 07:24:54,2024-01-29 07:25:54,2024-01-29 07:26:54
1030,1,3,85989.23,50,20,1030,66816991,2024-06-04 18:09:55,2024-06-04 18:12:55,2024-06-04 18:13:55
1031,1,2,78189.79,10,2,1031,92436552,2023-08-29 13:28:23,2023-08-29 13:30:23,2023-08-29 13:31:23
1032,1,3,19274.4,10,10,1032,45610882,2023-06-29 00:43:05,2023-06-29 00:46:05,2023-06-29 00:47:05
1033,1,3,91428.77,20,13,1033,61869615,2024-09-10 07:18:48,2024-09-10 07:20:48,2024-09-10 07:21:48
1034,1,3,40529.67,30,12,1034,43074592,2024-06-25 17:15:57,2024-06-25 17:18:57,2024-06-25 17:19:57
1035,1,3,3057.99,40,10,1035,45610882,2023-03-12 14:31:22,2023-03-12 14:36:22,2023-03-12 14:37:22
1036,1,3,46641.75,10,1,1036,66760199,2023-07-08 11:18:28,2023-07-08 11:19:28,2023-07-08 11:20:28
1037,1,3,93755.93,20,16,1037,97568832,2024-05-28 18:47:37,2024-05-28 18:51:37,2024-05-28 18:52:37
1038,1,3,66235.35,40,1,1038,66760199,2023-03-08 21:59:40,2023-03-08 22:03:40,2023-03-08 22:04:40
1039,1,3,52847.59,40,16,1039,97568832,2023-09-16 14:49:51,2023-09-16 14:50:51,2023-09-16 14:51:51
1040,1,2,50398.29,50,13,1040,61869615,2023-07-17 14:43:56,2023-07-17 14:44:56,2023-07-17 14:45:56
1041,1,2,99601.71,50,9,1041,52164352,2024-02-10 10:06:36,2024-02-10 10:11:36,2024-02-10 10:12:36
1042,1,3,45499.23,10,5,1042,99020182,2023-10-20 06:55:58,2023-10-20 07:00:58,2023-10-20 07:01:58
1043,1,1,40414.13,30,6,0,69623614,2023-08-16 07:43:31,2023-08-16 07:48:31,2023-08-16 07:49:31
1044,1,3,65330.57,20,5,1044,96229025,2024-08-27 04:12:46,2024-08-27 04:15:46,2024-08-27 04:16:46
1045,1,3,75527.33,30,13,1045,61869615,2024-03-20 11:29:55,2024-03-20 11:30:55,2024-03-20 11:31:55
1046,1,3,52891.28,50,14,1046,91663348,2024-06-19 06:52:58,2024-06-19 06:55:58,2024-06-19 06:56:58
1047,1,3,64279.56,10,1,1047,66760199,2023-12-10 00:08:10,2023-12-10 00:13:10,2023-12-10 00:14:10
1048,1,3,71112.33,40,6,1048,69623614,2023-11-14 00:18:27,2023-11-14 00:23:27,2023-11-14 00:24:27
1049,1,1,62908.31,40,19,0,19345012,2023-12-14 13:24:50,2023-12-14 13:28:50,2023-12-14 13:29:50
1050,1,3,20845.46,10,17,1050,54375989,2024-06-20 04:43:58,2024-06-20 04:46:58,2024-06-20 04:47:58
1051,1,1,57877.42,10,16,0,97568832,2024-05-14 23:33:56,2024-05-14 23:37:56,2024-05-14 23:38:56
1052,1,1,7056.53,40,13,0,61869615,2023-08-15 23:08:06,2023-08-15 23:11:06,2023-08-15 23:12:06
1053,1,3,82964.88,50,8,1053,12951768,2024-05-07 23:21:45,2024-05-07 23:25:45,2024-05-07 23:26:45
1054,1,3,88128.91,40,10,1054,45610882,2023-03-20 08:59:54,2023-03-20 09:01:54,2023-03-20 09:02:54
1055,1,3,25943.74,20,12,1055,43074592,2024-11-20 08:37:38,2024-11-20 08:41:38,2024-11-20 08:42:38
1056,1,3,93262.42,30,18,1056,19974284,2023-11-13 03:12:38,2023-11-13 03:14:38,2023-11-13 03:15:38
1057,1,3,94481.97,10,6,1057,69623614,2023-09-10 15:52:38,2023-09-10 15:55:38,2023-09-10 15:56:38
1058,1,1,97921.14,30,16,0,97568832,2023-10-13 05:26:05,2023-10-13 05:27:05,2023-10-13 05:28:05
1059,1,1,17657.81,20,9,0,29993920,2024-08-07 11:02:36,2024-08-07 11:03:36,2024-08-07 11:04:36
1060,1,2,54133.85,20,13,1060,61869615,2024-04-04 21:35:32,2024-04-04 21:40:32,2024-04-04 21:41:32
1061,1,3,97869.92,10,7,1061,46096691,2024-01-18 23:00:48,2024-01-18 23:03:48,2024-01-18 23:04:48
1062,1,3,65858.82,50,1,1062,66760199,2023-08-01 11:11:14,2023-08-01 11:13:14,2023-08-01 11:14:14
1063,1,3,66544.64,50,6,1063,69623614,2023-11-16 02:34:41,2023-11-16 02:37:41,2023-11-16 02:38:41
1064,1,3,56945.18,20,18,1064,19974284,2024-09-17 10:06:00,2024-09-17 10:07:00,2024-09-17 10:08:00
1065,1,2,69734.08,40,1,1065,66760199,2023-03-16 17:03:17,2023-03-16 17:04:17,2023-03-16 17:05:17
1066,1,3,6625.14,50,18,1066,19974284,2024-03-03 21:50:14,2024-03-03 21:55:14,2024-03-03 21:56:14
1067,1,3,13729.32,20,9,1067,52164352,2024-03-16 13:14:55,2024-03-16 13:19:55,2024-03-16 13:20:55
1068,1,3,87874.44,30,9,1068,52164352,2024-04-07 03:19:13,2024-04-07 03:23:13,2024-04-07 03:24:13
1069,1,3,12764.98,20,7,1069,46096691,2024-04-07 04:31:56,2024-04-07 04:34:56,2024-04-07 04:35:56
1070,1,3,20132.11,20,3,1070,70359428,2024-01-07 11:19:12,2024-01-07 11:22:12,2024-01-07 11:23:12
1071,1,3,2859.62,20,6,1071,69623614,2024-09-17 22:12:57,2024-09-17 22:13:57,2024-09-17 22:14:57
1072,1,3,18758.38,50,10,1072,47993642,2024-05-16 16:36:14,2024-05-16 16:38:14,2024-05-16 16:39:14
1073,1,3,10330.03,10,16,1073,97568832,2023-11-27 01:23:38,2023-11-27 01:25:38,2023-11-27 01:26:38
1074,1,3,81752.41,10,17,1074,54375989,2024-01-25 07:32:31,2024-01-25 07:34:31,2024-01-25 07:35:31
1075,1,3,60445.66,10,1,1075,66760199,2024-02-17 19:24:01,2024-02-17 19:25:01,2024-02-17 19:26:01
1076,1,1,59761.99,30,9,0,52164352,2024-03-22 03:48:33,2024-03-22 03:53:33,2024-03-22 03:54:33
1077,1,3,71642.86,40,17,1077,54375989,2023-09-26 21:59:24,2023-09-26 22:03:24,2023-09-26 22:04:24
1078,1,3,81407.92,10,10,1078,47993642,2024-03-24 12:58:33,2024-03-24 13:03:33,2024-03-24 13:04:33
1079,1,3,75954.59,20,10,1079,45610882,2024-07-31 14:35:26,2024-07-31 14:39:26,2024-07-31 14:40:26
1080,1,3,41540.08,10,15,1080,94524600,2024-02-05 21:23:45,2024-02-05 21:26:45,2024-02-05 21:27:45
1081,1,2,62355.87,20,14,1081,91663348,2024-07-26 20:30:32,2024-07-26 20:33:32,2024-07-26 20:34:32
1082,1,2,41100.39,30,9,1082,29993920,2024-01-24 06:46:46,2024-01-24 06:49:46,2024-01-24 06:50:46
1083,1,3,90133.28,20,17,1083,54375989,2024-08-27 13:37:41,2024-08-27 13:41:41,2024-08-27 13:42:41
1084,1,3,60590.93,50,2,1084,92436552,2024-06-06 06:45:45,2024-06-06 06:47:45,2024-06-06 06:48:45
1085,1,2,50649.84,20,12,1085,43074592,2024-08-29 07:16:13,2024-08-29 07:17:13,2024-08-29 07:18:13
1086,1,1,94756.23,20,3,0,72547969,2024-08-07 17:12:07,2024-08-07 17:17:07,2024-08-07 17:18:07
1087,1,3,9796.26,40,5,1087,96229025,2023-04-20 00:03:22,2023-04-20 00:04:22,2023-04-20 00:05:22
1088,1,3,28397.73,50,9,1088,29993920,2024-05-25 15:59:47,2024-05-25 16:02:47,2024-05-25 16:03:47
1089,1,2,44102.27,10,16,1089,97568832,2024-05-09 03:27:21,2024-05-09 03:31:21,2024-05-09 03:32:21
1090,1,3,11127.74,50,6,1090,69623614,2023-10-24 21:29:38,2023-10-24 21:33:38,2023-10-24 21:34:38
1091,1,3,16777.08,40,4,1091,67517548,2023-12-16 20:56:20,2023-12-16 21:00:20,2023-12-16 21:01:20
1092,1,3,13418.01,50,4,1092,67517548,2023-06-27 12:54:27,2023-06-27 12:59:27,2023-06-27 13:00:27
1093,1,2,46899.26,30,9,1093,52164352,2023-09-17 01:22:45,2023-09-17 01:27:45,2023-09-17 01:28:45
1094,1,1,50339.55,30,11,0,88887346,2024-04-29 19:18:55,2024-04-29 19:19:55,2024-04-29 19:20:55
1095,1,3,62118.68,20,20,1095,35011346,2024-10-19 21:04:02,2024-10-19 21:05:02,2024-10-19 21:06:02
1096,1,3,28216.46,30,13,1096,61869615,2023-12-31 14:21:02,2023-12-31 14:22:02,2023-12-31 14:23:02
1097,1,1,83268.54,10,13,0,61869615,2024-04-24 01:03:09,2024-04-24 01:05:09,2024-04-24 01:06:09
